date,zone,overall_risk,above_treeline_risk,near_treeline_risk,below_treeline_risk,bottom_line_text,problem_type_text,forecast_discussion_text,combined_text,tavg,tmin,tmax,prcp,wdir,pres,tsun
2023-02-07,stevens pass,4.0,4.0,4.0,3.0,update high danger overnight strong wind heavy snow make easy trigger large avalanche near treeline avoid slope degree wind drifted recent snow deeper slab new snow slide easily snowpack test recent avalanche elevation stick lower angle slope,avoid avalanche terrain leeward wind loaded slope near treeline thesis dangerous area avalanche could deep large use probe feel stiffer deeper drift indicate wind loaded slope easiest way stay safe stick slope degree see recent avalanche crack shooting snow stay well protected low angle slope,morning stevens pas picked another water equivilent hrs westerly wind strong gusty morning wind precip taper quickly on stevens pas ski patrol triggered numerous slab avalanche steep terrain wind loaded sheltered largest avalanche size leeward wind loaded slope nwac forecaster matt primomo went lanham creek found also easiest initiate crack snowpack test leeward slope near treeline weak snow near surface facet buried beginning storm rd recent cold dry weather formed weaker snow around crust upper snowpack one th found mid elevations thinner brittle buried foot surface stout clear ice lens formed around mlk holiday weekend buried ft surface seen avalanche occur layer,update high danger overnight strong wind heavy snow make easy trigger large avalanche near treeline avoid slope degree wind drifted recent snow deeper slab new snow slide easily snowpack test recent avalanche elevation stick lower angle slopes avoid avalanche terrain leeward wind loaded slope near treeline thesis dangerous area avalanche could deep large use probe feel stiffer deeper drift indicate wind loaded slope easiest way stay safe stick slope degree see recent avalanche crack shooting snow stay well protected low angle slopes by morning stevens pas picked another water equivilent hrs westerly wind strong gusty morning wind precip taper quickly on stevens pas ski patrol triggered numerous slab avalanche steep terrain wind loaded sheltered largest avalanche size leeward wind loaded slope nwac forecaster matt primomo went lanham creek found also easiest initiate crack snowpack test leeward slope near treeline weak snow near surface facet buried beginning storm rd recent cold dry weather formed weaker snow around crust upper snowpack one th found mid elevations thinner brittle buried foot surface stout clear ice lens formed around mlk holiday weekend buried ft surface seen avalanche occur layer,5.6,3.0,7.7,9.0,210.0,1021.8,0.0
2023-02-06,stevens pass,4.0,4.0,3.0,3.0,heavy snow wind create large avalanche especially upper elevation use extra caution slope degree avoid steep slope wind drift new snow deeper slab even wind sheltered terrain easy trigger dangerous avalanche new snow,avoid traveling wind loaded avalanche terrain dangerous area leeward side ridge wind exposed feature degree steeper avalanche area could deep large look plume blowing snow indicate wind forming fresh slab easiest way stay safe stick slope degree see recent avalanche crack shooting snow stay well protected low angle slope,peak snow wind avalanche activity see wet snow rain well below treeline however little recent snow accumulation elevation good idea watch wet avalanche ft expect present much danger weak snow near surface facet buried beginning storm rd yet seen avalanche run interface involve recent snow recent cold dry weather formed weaker snow around crust upper snowpack one th found mid elevations thinner brittle buried foot surface stout clear ice lens formed around mlk holiday weekend buried ft surface seen truly alarming result layer pit test ll continue keep eye weaker older layer storm chance could wake large load top,heavy snow wind create large avalanche especially upper elevation use extra caution slope degree avoid steep slope wind drift new snow deeper slab even wind sheltered terrain easy trigger dangerous avalanche new snow avoid traveling wind loaded avalanche terrain dangerous area leeward side ridge wind exposed feature degree steeper avalanche area could deep large look plume blowing snow indicate wind forming fresh slab easiest way stay safe stick slope degree see recent avalanche crack shooting snow stay well protected low angle slopes tuesday peak snow wind avalanche activity see wet snow rain well below treeline however little recent snow accumulation elevation good idea watch wet avalanche ft expect present much danger weak snow near surface facet buried beginning storm rd yet seen avalanche run interface involve recent snow recent cold dry weather formed weaker snow around crust upper snowpack one th found mid elevations thinner brittle buried foot surface stout clear ice lens formed around mlk holiday weekend buried ft surface seen truly alarming result layer pit test ll continue keep eye weaker older layer storm chance could wake large load top,6.0,4.1,8.0,1.5,194.0,1026.8,0.0
2023-02-05,stevens pass,3.0,3.0,2.0,1.0,avalanche danger slowly rise snow fall throughout day wind increase day start smaller le reactive slab find wind redistributing snow growing thicker slab start traveling conservatively,incremental inch snow kept continuous subtle wind slab development happening upper elevation ll still able find slab especially make way treeline concern enough keep toe blindly jumping onto steep wind drifted slope possible could avalanche new snow layer could mean failure happening couple inch deep possibly foot depending layer wind deposited slope,starting afternoon re continuous snowfall midweek although tap going really turn see snow really starting stack quickly avalanche danger increase snow deposit next day couple crust upper snowpack re keeping eye snow weight added snowpack one th found mid elevations thinner brittle buried inch foot stout clear ice lens formed around mlk holiday weekend buried ft surface recent cold dry weather contributed weaker snow crust noticeable varying degree depending dig seen truly alarming result layer pit test ll continue keep eye weaker older layer storm chance could wake large load top,avalanche danger slowly rise snow fall throughout day wind increase day start smaller le reactive slab find wind redistributing snow growing thicker slab start traveling conservatively incremental inch snow kept continuous subtle wind slab development happening upper elevation ll still able find slab especially make way treeline concern enough keep toe blindly jumping onto steep wind drifted slope possible could avalanche new snow layer could mean failure happening couple inch deep possibly foot depending layer wind deposited slope starting afternoon re continuous snowfall midweek although tap going really turn see snow really starting stack quickly avalanche danger increase snow deposit next day couple crust upper snowpack re keeping eye snow weight added snowpack one th found mid elevations thinner brittle buried inch foot stout clear ice lens formed around mlk holiday weekend buried ft surface recent cold dry weather contributed weaker snow crust noticeable varying degree depending dig seen truly alarming result layer pit test ll continue keep eye weaker older layer storm chance could wake large load top,5.4,3.4,7.3,3.5,227.4,1011.7,0.0
2023-02-04,stevens pass,2.0,2.0,2.0,1.0,new snow slowly accumulating could trigger freshly formed slab upper elevation check instability new snow old snow interface area exposed wind drifting increasing ridgetop wind create dangerous condition towards end day,observer noted shooting crack shallow slab ne aspect ft new snow slowly add wind lightly drifting cohesive slab higher exposed location could trigger slab area heavier drifting could propagate surprising distance weak old interface part likely fairly shallow increasing westerly wind second half day ratchet danger alpine area become dangerous later day,aside slab avalanche wind exposed area warm daytime temperature turn snow surface moist lower elevation snow becomes sticky see rollerballs occurring naturally tree steep slope expect could trigger small wet loose slide mountain picking new snow fairly lengthy mid winter dry spell observer reported zone longer dry spell often le likely new snow bond old surface week since last snow notable early crest cascade blast arctic air weakened many snow surface near surface facet shaded slope see photo recently buried snow surface include range condition including small near surface facet sheltered northerly aspect slick sun crust slope receive direct sun various degree stiff wind packed snow area held isolated patch recently buried surface hoar shaded slope ft expect old crust surface beneath new snow couple crust upper snowpack one th often thin brittle stout clear ice lens formed around mlk holiday weekend one foot surface cold dry recent weather contributed weaker snow new snow begin add creates weak structure ll watch closely check ob depth racap foundout near gemini pas,new snow slowly accumulating could trigger freshly formed slab upper elevation check instability new snow old snow interface area exposed wind drifting increasing ridgetop wind create dangerous condition towards end day observers noted shooting crack shallow slab ne aspect ft new snow slowly add wind lightly drifting cohesive slab higher exposed location could trigger slab area heavier drifting could propagate surprising distance weak old interface part likely fairly shallow increasing westerly wind second half day ratchet danger alpine area become dangerous later day aside slab avalanche wind exposed area warm daytime temperature turn snow surface moist lower elevation snow becomes sticky see rollerballs occurring naturally tree steep slope expect could trigger small wet loose slide mountain picking new snow fairly lengthy mid winter dry spell observer reported zone longer dry spell often le likely new snow bond old surface week since last snow notable early crest cascade blast arctic air weakened many snow surface near surface facet shaded slope see photo recently buried snow surface include range condition including small near surface facet sheltered northerly aspect slick sun crust slope receive direct sun various degree stiff wind packed snow area held isolated patch recently buried surface hoar shaded slope ft expect old crust surface beneath new snow couple crust upper snowpack one th often thin brittle stout clear ice lens formed around mlk holiday weekend one foot surface cold dry recent weather contributed weaker snow new snow begin add creates weak structure ll watch closely check ob depth racap foundout near gemini pas,5.6,3.5,8.2,4.4,100.2,1015.2,0.0
2023-02-03,stevens pass,2.0,2.0,2.0,2.0,ridgetop wind transport new snow shallow reactive wind slab warming temperature light rain pas level create wet loose hazard look sign instability throughout day related avalanche problem choose appropriate terrain bump avalanche danger,handful inch new snow weak surface slick crust likely create isolated area could trigger slab re likely find thicker reactive slab near treeline westerly wind morning redistribute newly fallen snow wet loose avalanche could run entrain new snow steep continuous slope afternoon warming temperature perhaps sun energy could turn snow surface moist lower elevation ll know starting happen snow surface become sticky see rollerballs occurring naturally tree steep slope,wet loosea small wet loose avalanche treeline photo lee lazzarawet loose avalanche could run entrain new snow steep continuous slope afternoon warming temperature perhaps sun energy could turn snow surface moist lower elevation ll know starting happen snow surface become sticky see rollerballs occurring naturally tree steep slope find sign wet loose avalanche anticipate hazard going underneath steep slope elevation watch terrain trap like gully creek bed even small loose slide could pile deeper debris,ridgetop wind transport new snow shallow reactive wind slab warming temperature light rain pas level create wet loose hazard look sign instability throughout day related avalanche problem choose appropriate terrain bump avalanche danger handful inch new snow weak surface slick crust likely create isolated area could trigger slab re likely find thicker reactive slab near treeline westerly wind morning redistribute newly fallen snow wet loose avalanche could run entrain new snow steep continuous slope afternoon warming temperature perhaps sun energy could turn snow surface moist lower elevation ll know starting happen snow surface become sticky see rollerballs occurring naturally tree steep slope wet loosea small wet loose avalanche treeline photo lee lazzarawet loose avalanche could run entrain new snow steep continuous slope afternoon warming temperature perhaps sun energy could turn snow surface moist lower elevation ll know starting happen snow surface become sticky see rollerballs occurring naturally tree steep slope find sign wet loose avalanche anticipate hazard going underneath steep slope elevation watch terrain trap like gully creek bed even small loose slide could pile deeper debris,3.6,0.3,7.5,3.8,151.2,1014.8,0.0
2023-02-02,stevens pass,1.0,1.0,1.0,1.0,surface condition variable still find soft settled snow shaded sheltered slope beware slick crust far beneath surface,,medium,,2.1,-2.8,8.1,0.0,108.0,1021.5,0.0
2023-02-01,stevens pass,1.0,1.0,1.0,1.0,bring warming temperature sun generally safe avalanche condition travel steep extreme terrain consider consequence even smallest avalanche expect variable travel condition including firm frozen surface ft wind affected snow treeline,,medium,,0.9,-2.3,5.8,0.0,112.9,1021.7,0.0
2023-01-31,stevens pass,1.0,1.0,1.0,1.0,bring warming temperature generally safe avalanche condition travel steep extreme terrain consider consequence small point release expect variable travel condition including firm frozen surface ft wind affected snow treeline,,medium,,-0.8,-3.5,2.5,0.0,121.8,1024.3,0.0
2023-01-30,stevens pass,1.0,1.0,1.0,1.0,avalanche condition generally safe travel steep extreme terrain consider consequence small point release expect variable travel condition including firm frozen surface ft wind affected snow treeline,,medium,,-3.4,-7.9,1.0,0.0,78.8,1030.8,0.0
2023-01-29,stevens pass,1.0,1.0,1.0,1.0,avalanche danger generally low get lulled false sense security travel treeline elevation might still encounter small isolated pocket wind slab could surprise high consequence terrain terrain trap accompanying slope re interested make sure ve thoroughly assessed condition nearby committing terrain,small isolated wind slab still exist upper elevation especially cautious near ridge open steep slope convex roller alpine could serve likely trigger point doubt steer around steep wind loaded slope especially accompanying terrain trap slope,traveled skyline ridge found low density non wind affected snow sheltered north facing slope crust near surface aspect variety wind affected surface near ridgeline unsheltered area surface hoar present snow surface everywhere traveled likely formed moderate strong easterly wind ripped area evening wind formed thin hard soft slab along ridge sparsely treed slope although could find reactive slab forecaster josh hirschberg little east found le wind affected terrain instability traveled dug pit confirming matt primomo saw two day earlier nearby location weak grain mlk crust foot pit get significant test result layer meanwhile due frigid temperature clear sky near surface facet form weak snow developing uppermost portion snowpack problem right something ll keeping mind next snowfall horizon,avalanche danger generally low get lulled false sense security travel treeline elevation might still encounter small isolated pocket wind slab could surprise high consequence terrain terrain trap accompanying slope re interested make sure ve thoroughly assessed condition nearby committing terrain small isolated wind slab still exist upper elevation especially cautious near ridge open steep slope convex roller alpine could serve likely trigger point doubt steer around steep wind loaded slope especially accompanying terrain trap slope traveled skyline ridge found low density non wind affected snow sheltered north facing slope crust near surface aspect variety wind affected surface near ridgeline unsheltered area surface hoar present snow surface everywhere traveled likely formed moderate strong easterly wind ripped area evening wind formed thin hard soft slab along ridge sparsely treed slope although could find reactive slab forecaster josh hirschberg little east found le wind affected terrain instability traveled dug pit confirming matt primomo saw two day earlier nearby location weak grain mlk crust foot pit get significant test result layer meanwhile due frigid temperature clear sky near surface facet form weak snow developing uppermost portion snowpack problem right something ll keeping mind next snowfall horizon,-2.2,-6.1,1.4,0.1,120.5,1031.9,0.0
2023-01-28,stevens pass,2.0,2.0,1.0,1.0,look sign drifting textured surface dense slab gain elevation seek information wind slab react entering larger feature near treeline much le likely trigger avalanche,another round wind little new snow add recently formed slab highest elevation triggered slab likely shallow there also chance avalanche break foot deeper weak snow overlying slick mlk crust especially cautious near ridge open steep slope convex roller alpine could serve likely trigger point look identify slab textured rippled surface stiffer snow look sign instability travel long shooting crack consider using small test slope gain information snow reacting observe sign unstable snow steer around steeper consequential feature,observer reported inch two new snow zone recent snow generally well bonded underlying surface mainly thin sun temperature crust might expect fair amount wind hammered snow upper elevation sheltered slope sun still hold nice soft snow found new snow skyline vicinity bonding well old moist surface place fresh drifting exhibit minor cracking test slope ve finding average foot top slick mlk crust translucent ice place observed small faceted grain crust weak layer test test showed potential propagate skier triggered slab ran crust snowpack might able find surface hoar layer th avalanche layer expected though re still tracking often found foot surface ft wind sheltered terrain east side zone th skier triggered large avalanche foot deep jim hill ne aspect ft neighboring east central zone multiple observation including large natural avalanche running layer middle,look sign drifting textured surface dense slab gain elevation seek information wind slab react entering larger feature near treeline much le likely trigger avalanche another round wind little new snow add recently formed slab highest elevation triggered slab likely shallow there also chance avalanche break foot deeper weak snow overlying slick mlk crust especially cautious near ridge open steep slope convex roller alpine could serve likely trigger point look identify slab textured rippled surface stiffer snow look sign instability travel long shooting crack consider using small test slope gain information snow reacting observe sign unstable snow steer around steeper consequential features observers reported inch two new snow zone recent snow generally well bonded underlying surface mainly thin sun temperature crust might expect fair amount wind hammered snow upper elevation sheltered slope sun still hold nice soft snow found new snow skyline vicinity bonding well old moist surface place fresh drifting exhibit minor cracking test slope ve finding average foot top slick mlk crust translucent ice place observed small faceted grain crust weak layer test test showed potential propagate skier triggered slab ran crust snowpack might able find surface hoar layer th avalanche layer expected though re still tracking often found foot surface ft wind sheltered terrain east side zone th skier triggered large avalanche foot deep jim hill ne aspect ft neighboring east central zone multiple observation including large natural avalanche running layer middle,3.0,-0.8,5.3,1.6,71.3,1021.3,0.0
2023-01-27,stevens pass,2.0,2.0,1.0,1.0,expect chance trigger small windslabs higher elevation inch two new snow continued breezy condition gather information wind drifted snow reacts comitting steep slope near treeline much le likely trigger avalanche,inch two new snow add recently formed slab highest elevation zone triggered slab likely shallow there also chance avalanche break foot deeper weak snow overlying slick mlk crust especially cautious near ridge open steep slope convex roller alpine could serve likely trigger point identify slab textured surface stiffer snow look sign instability travel long shooting crack consider using small test slope gain information snow reacting observe sign unstable snow steer around steeper consequential feature,light low density snow fall found new snow skyline vicinity generally bonding well old moist surface place fresh drifting exhibit minor cracking test slope found average foot top slick mlk crust translucent ice place observed small faceted grain crust weak layer test test showed potential propagate received report ski triggered slab ran crust snowpack might able find surface hoar layer th avalanche layer expected though re still tracking often found foot surface ft wind sheltered terrain east side zone th skier triggered large avalanche foot deep jim hill ne aspect ft neighboring east central zone multiple observation including large natural avalanche running layer middle,expect chance trigger small windslabs higher elevation inch two new snow continued breezy condition gather information wind drifted snow reacts comitting steep slope near treeline much le likely trigger avalanche inch two new snow add recently formed slab highest elevation zone triggered slab likely shallow there also chance avalanche break foot deeper weak snow overlying slick mlk crust especially cautious near ridge open steep slope convex roller alpine could serve likely trigger point identify slab textured surface stiffer snow look sign instability travel long shooting crack consider using small test slope gain information snow reacting observe sign unstable snow steer around steeper consequential features some light low density snow fall found new snow skyline vicinity generally bonding well old moist surface place fresh drifting exhibit minor cracking test slope found average foot top slick mlk crust translucent ice place observed small faceted grain crust weak layer test test showed potential propagate received report ski triggered slab ran crust snowpack might able find surface hoar layer th avalanche layer expected though re still tracking often found foot surface ft wind sheltered terrain east side zone th skier triggered large avalanche foot deep jim hill ne aspect ft neighboring east central zone multiple observation including large natural avalanche running layer middle,5.8,3.7,7.8,4.4,267.2,1022.0,0.0
2023-01-26,stevens pass,2.0,2.0,2.0,1.0,welcome round new snow come strong wind expect could trigger shallow wind slab near treeline there chance slide could larger run recent slick crust,new snow combined moderate strong wind create fresh reactive slab drift thicker slab could larger higher elevation slab could break newly formed crust previous day warm temperature there also chance avalanche break foot deeper slick mlk crust especially cautious near ridge open steep slope convex roller could serve likely trigger point identify slab textured surface stiffer snow look sign instability travel long shooting crack consider using small test slope gain information snow reacting observe sign unstable snow steer steeper consequential feature,expect snowy day new snow burying typical mixed bag old snow surface refreezing crust weak snow survive get buried shaded sheltered terrain near treeline received report ski triggered slab ran mlk crust wet slab though warming temperature likely played role direct south facing slope reportedly warmed small wet loose slide usual slope lichtenberg day seemed like battle warm temperature cloud warming trend expected continue night could downright balmy later day wind begin transport snow higher peaks avalanches persistent weak layer beneath mlk crust unlikely though ve tracking layer buried surface hoar sometimes found foot surface ft wind sheltered terrain th skier triggered large avalanche foot deep jim hill ne aspect ft find layer location otherwise inactive patchy distribution within zone neighboring east central zone multiple observation including large natural avalanche running layer,welcome round new snow come strong wind expect could trigger shallow wind slab near treeline there chance slide could larger run recent slick crust new snow combined moderate strong wind create fresh reactive slab drift thicker slab could larger higher elevation slab could break newly formed crust previous day warm temperature there also chance avalanche break foot deeper slick mlk crust especially cautious near ridge open steep slope convex roller could serve likely trigger point identify slab textured surface stiffer snow look sign instability travel long shooting crack consider using small test slope gain information snow reacting observe sign unstable snow steer steeper consequential features expect snowy day new snow burying typical mixed bag old snow surface refreezing crust weak snow survive get buried shaded sheltered terrain near treeline received report ski triggered slab ran mlk crust wet slab though warming temperature likely played role direct south facing slope reportedly warmed small wet loose slide usual slope lichtenberg day seemed like battle warm temperature cloud warming trend expected continue night could downright balmy later day wind begin transport snow higher peaks avalanches persistent weak layer beneath mlk crust unlikely though ve tracking layer buried surface hoar sometimes found foot surface ft wind sheltered terrain th skier triggered large avalanche foot deep jim hill ne aspect ft find layer location otherwise inactive patchy distribution within zone neighboring east central zone multiple observation including large natural avalanche running layer,4.3,1.4,7.2,0.8,198.1,1033.9,0.0
2023-01-25,stevens pass,2.0,2.0,2.0,2.0,update pm wet slab becoming increasingly possible east southwest aspect could slide slick crust wet loose avalanche also possible wetting surface snow daytime warming identify steep planar slope ll want avoid daytime warms hazard tree bomb slick crust expected,warming temperature making human triggering slab avalanche likely received report one ski triggered deep steep planer slope cowboy mtn afternoon snow dry though warming likely played role continuation warming trend day moist slab wet slab expected become possible re another warm day expect sun warm snow surface east south aspect daytime warming get warm enough slide could also occur shaded slope treeline warm temperature melt snow surface loose wet slide become possible steep terrain mid morning large steep open slope lined rock one place could see occur also trigger small slow moving avalanche knack grabbing foot pulling downhill slide could also trigger larger wider slab terrain,wet loose wet loose avalanche often initiate steep rocky terrain like photo warms sun photo katie warrenwe re another warm day expect sun warm snow surface east south aspect daytime warming get warm enough slide could also occur shaded slope treeline warm temperature melt snow surface loose wet slide become possible steep terrain mid morning large steep open slope lined rock one place could see occur also trigger small slow moving avalanche knack grabbing foot pulling downhill slide could also trigger larger wider slab terrain snow falling tree tree bomb wet snow surface rollerballs sign wet loose avalanche becoming possible identify steep slope avoid moist wet snow surface,update pm wet slab becoming increasingly possible east southwest aspect could slide slick crust wet loose avalanche also possible wetting surface snow daytime warming identify steep planar slope ll want avoid daytime warms hazard tree bomb slick crust expected warming temperature making human triggering slab avalanche likely received report one ski triggered deep steep planer slope cowboy mtn afternoon snow dry though warming likely played role continuation warming trend day moist slab wet slab expected become possible re another warm day expect sun warm snow surface east south aspect daytime warming get warm enough slide could also occur shaded slope treeline warm temperature melt snow surface loose wet slide become possible steep terrain mid morning large steep open slope lined rock one place could see occur also trigger small slow moving avalanche knack grabbing foot pulling downhill slide could also trigger larger wider slab terrain wet loose wet loose avalanche often initiate steep rocky terrain like photo warms sun photo katie warrenwe re another warm day expect sun warm snow surface east south aspect daytime warming get warm enough slide could also occur shaded slope treeline warm temperature melt snow surface loose wet slide become possible steep terrain mid morning large steep open slope lined rock one place could see occur also trigger small slow moving avalanche knack grabbing foot pulling downhill slide could also trigger larger wider slab terrain snow falling tree tree bomb wet snow surface rollerballs sign wet loose avalanche becoming possible identify steep slope avoid moist wet snow surface,4.5,2.0,6.9,0.2,284.3,1038.4,0.0
2023-01-25,stevens pass,1.0,1.0,1.0,1.0,use general caution mindful softening snow steep slope daytime warms there chance wet loose slide become possible slope receive direct sun mid morning aware hazard tree bomb slick crust,re another warm day expect sun warm snow surface east south aspect daytime warming warm temperature melt snow surface receive direct sun there chance loose wet slide become possible steep terrain mid morning large steep open slope lined rock one place could see occur also trigger small slow moving avalanche knack grabbing foot ski machine pulling downhill snow falling tree tree bomb wet snow surface rollerballs sign wet loose avalanche becoming possible,seemed like battle warm temperature cloud direct south facing slope reportedly warmed small wet loose slide usual slope lichtenberg could another similar day wind ramping afternoon avalanches persistent weak layer unlikely though ve tracking layer buried surface hoar sometimes found foot surface ft wind sheltered terrain th skier triggered large avalanche foot deep jim hill ne aspect ft find layer location otherwise inactive patchy distribution within zone neighboring east central zone multiple observation including large natural avalanche running layer,use general caution mindful softening snow steep slope daytime warms there chance wet loose slide become possible slope receive direct sun mid morning aware hazard tree bomb slick crusts we re another warm day expect sun warm snow surface east south aspect daytime warming warm temperature melt snow surface receive direct sun there chance loose wet slide become possible steep terrain mid morning large steep open slope lined rock one place could see occur also trigger small slow moving avalanche knack grabbing foot ski machine pulling downhill snow falling tree tree bomb wet snow surface rollerballs sign wet loose avalanche becoming possible seemed like battle warm temperature cloud direct south facing slope reportedly warmed small wet loose slide usual slope lichtenberg could another similar day wind ramping afternoon avalanches persistent weak layer unlikely though ve tracking layer buried surface hoar sometimes found foot surface ft wind sheltered terrain th skier triggered large avalanche foot deep jim hill ne aspect ft find layer location otherwise inactive patchy distribution within zone neighboring east central zone multiple observation including large natural avalanche running layer,4.5,2.0,6.9,0.2,284.3,1038.4,0.0
2023-01-24,stevens pass,2.0,2.0,2.0,1.0,increasing afternoon temperature sunny sky make wet avalanche primary concern avoid steep southern aspect afternoon linger beneath steep face rock cliff avalanche likely initiate,potentially drizzly cloudy morning afternoon likely first truly sunny day stevens pas afternoon snow level nearing ft likely see natural wet loose avalanche run steep slope direct sun rock cliff still holding snow prime location avalanche begin monitor overhead terrain linger feature warm afternoon sun also trigger small slow moving avalanche knack grabbing foot ski machine pulling downhill consider sticking lower angle le consequential terrain travel sunny slope later day wet snow surface rollerballs snow feel sticky first sign wet loose avalanche becoming likely seek shadier aspect recreation could still trigger lingering pocket old wind slab expect slab small becoming difficult trigger let guard steep terrain near ridge rock cliff confined feature even small avalanche could high consequence cornice feature textured surface stiff snow softer snow way identify wind slab committing steep slope wind exposed area look sign instability small test slope long shooting crack identify sign unstable snow steer around stiff pillowlike slab stick lower angle le consequential terrain usual rapid weather change always added uncertainty although expect widespread cornice failure something consider observe large overhung cornice sitting sun linger consider giving wide margin traveling far terrain,wind slab shallow wind slab avalanche ran mlk crust henry creek clearcut photo joe dellaportaif seek shadier aspect recreation could still trigger lingering pocket old wind slab expect slab small becoming difficult trigger let guard steep terrain near ridge rock cliff confined feature even small avalanche could high consequence cornice feature textured surface stiff snow softer snow way identify wind slab committing steep slope wind exposed area look sign instability small test slope long shooting crack identify sign unstable snow steer around stiff pillowlike slab stick lower angle le consequential terrain usual rapid weather change always added uncertainty although expect widespread cornice failure something consider observe large overhung cornice sitting sun linger consider giving wide margin traveling far terrain,increasing afternoon temperature sunny sky make wet avalanche primary concern avoid steep southern aspect afternoon linger beneath steep face rock cliff avalanche likely initiate after potentially drizzly cloudy morning afternoon likely first truly sunny day stevens pas afternoon snow level nearing ft likely see natural wet loose avalanche run steep slope direct sun rock cliff still holding snow prime location avalanche begin monitor overhead terrain linger feature warm afternoon sun also trigger small slow moving avalanche knack grabbing foot ski machine pulling downhill consider sticking lower angle le consequential terrain travel sunny slope later day wet snow surface rollerballs snow feel sticky first sign wet loose avalanche becoming likely seek shadier aspect recreation could still trigger lingering pocket old wind slab expect slab small becoming difficult trigger let guard steep terrain near ridge rock cliff confined feature even small avalanche could high consequence cornice feature textured surface stiff snow softer snow way identify wind slab committing steep slope wind exposed area look sign instability small test slope long shooting crack identify sign unstable snow steer around stiff pillowlike slab stick lower angle le consequential terrain usual rapid weather change always added uncertainty although expect widespread cornice failure something consider observe large overhung cornice sitting sun linger consider giving wide margin traveling far terrain wind slab shallow wind slab avalanche ran mlk crust henry creek clearcut photo joe dellaportaif seek shadier aspect recreation could still trigger lingering pocket old wind slab expect slab small becoming difficult trigger let guard steep terrain near ridge rock cliff confined feature even small avalanche could high consequence cornice feature textured surface stiff snow softer snow way identify wind slab committing steep slope wind exposed area look sign instability small test slope long shooting crack identify sign unstable snow steer around stiff pillowlike slab stick lower angle le consequential terrain usual rapid weather change always added uncertainty although expect widespread cornice failure something consider observe large overhung cornice sitting sun linger consider giving wide margin traveling far terrain,3.4,0.4,5.7,0.9,124.3,1034.4,0.0
2023-01-23,stevens pass,2.0,2.0,2.0,1.0,trigger avalanche wind build fresh slab near treeline steer around pillow snow drift steep roll overs avoid danger completely sticking lower elevation wind sheltered terrain,trigger wind slab avalanche near treeline ridge steep feature highest elevation wind dropping observer reported fresh slab blowing snow past two day watch blowing snow wind feature point towards slope prone avalanche avoid avalanche steer around drifted pillow stick scoured wind sheltered terrain travel slope le degree,observer arrowhead mountain reported moderate wind higher wind upper elevation consistent blowing snow also found weak snow developing adjacent mlk crust observer triggered small wind slab avalanche newly formed drift stevens pas patrol triggered slide notorious wind funnel gemini pas observer henry creek clear cuts able trigger shallow slab avalanche ran mlk crust wind exposed terrain treeline th buried surface hoar found foot surface snow th skier triggered large avalanche foot deep jim hill th surface hoar found location otherwise inactive difficult find zone likely area find layer would ft wind sheltered terrain neighboring east central zone multiple observation including large natural avalanche running layer currently avalanche persistent weak layer unlikely,trigger avalanche wind build fresh slab near treeline steer around pillow snow drift steep roll overs avoid danger completely sticking lower elevation wind sheltered terrain you trigger wind slab avalanche near treeline ridge steep feature highest elevation wind dropping observer reported fresh slab blowing snow past two day watch blowing snow wind feature point towards slope prone avalanche avoid avalanche steer around drifted pillow stick scoured wind sheltered terrain travel slope le degree observer arrowhead mountain reported moderate wind higher wind upper elevation consistent blowing snow also found weak snow developing adjacent mlk crust observer triggered small wind slab avalanche newly formed drift stevens pas patrol triggered slide notorious wind funnel gemini pas observer henry creek clear cuts able trigger shallow slab avalanche ran mlk crust wind exposed terrain treeline th buried surface hoar found foot surface snow th skier triggered large avalanche foot deep jim hill th surface hoar found location otherwise inactive difficult find zone likely area find layer would ft wind sheltered terrain neighboring east central zone multiple observation including large natural avalanche running layer currently avalanche persistent weak layer unlikely,2.1,-0.8,5.9,0.0,189.8,1032.0,0.0
