0,1,2,3,4,5,6,7,8
2023-03-23,Snoqualmie Pass,CONSIDERABLE,3 - CONSIDERABLE,2 - MODERATE,1 - LOW,"THE BOTTOM LINE
Expect the avalanche danger to increase as you ascend Friday. More snow and strong winds at mid and upper elevations will form new slabs that may trigger easily. Blowing snow and sharp cornices can help you identify wind-loaded areas you want to avoid.","Fresh wind slabs will form along exposed ridges, near the base of cliffs, and in the tops of chutes as this storm continues to impact the Snoqualmie area. Expect slabs to grow in size and distribution as you gain elevation and as the day continues. So, if you start to see signs of wind-drifted snow, assume it will only get worse as you head higher and as the day progresses. Look for clues like blowing snow, drifts, textured surfaces, and new cornices to help you anticipate wind-loaded terrain. 
Prior to this storm snow surfaces varied by aspect. Firm crusts were found on E-S-W slopes, while faceted weak snow was seen on the more shaded side of the dial. This means some of these new wind slabs fail easily and run quickly. As they grow larger in the afternoon, these attributes could make them quite dangerous. ","FORECAST DISCUSSION
A return to winter has brought snowfall back to the Pass. As of Thursday afternoon, storm totals vary significantly with elevations. At ~3000ft only a trace of new snow has accumulated. Near the top of Alpental (5470ft), closer to 6-7 inches has fallen. The storm will continue overnight and into Friday with lowering snow levels. 
As the storm turns more showery and convective in nature mid-day, you could experience a few brief moments of sunshine. If this happens, don’t be surprised when you see rollerballs and small loose wet slides release from steep sunny slopes. By the afternoon a more intense band of showers (convergence zone) could take aim at the Pass. This would create locally stormy conditions with heavy snowfall rates that may quickly increase the danger. 
Even though temperatures are cooling and snow is returning, avalanches like glide slabs won’t stop on a dime. The recent warm and sunny weather sent water deep into the snowpack and it will take a bit for it to drain or freeze. Continue to steer clear of areas below crevasse-like cracks. 
Since we’re starting from scratch below treeline, it should take a bit for enough new snow to accumulate to present a hazard. The snow should bond well to the warm and wet surface. By Friday afternoon, you could start to see a few isolated wind slabs in exposed areas of the below treeline band. 
Prior to the storm, warm, often sunny, weather radically affected the snowpack. A crust formed on E-S-W aspects high into the terrain, and on more shaded slopes at lower elevations. In higher northerly areas, dry soft snow persisted through our little taste of spring. However, if other zones are any indication, it could have begun to facet and grow weaker. Below this old surface, we don’t have any significant layers of concern. As a result, we expect avalanche activity to generally stay near or above the 3/22 interface."
2023-03-22,Snoqualmie Pass,MODERATE,2 - MODERATE,2 - MODERATE,2 - MODERATE,"THE BOTTOM LINE
A return to wintery weather will start to build new slabs in wind-loaded terrain. It could take most of the day to receive enough snow to create a real hazard. Use caution around piles of new snow on the lee sides of ridges.","As snow starts to accumulate and winds increase, you should see wind-loaded pockets form on the lee sides of ridges. While these small thin slabs won’t pose much hazard at first, they could grow a bit larger by the end of the day. Frequently, we tell you to look for pillow-like slabs and go around. However, poor visibility in the afternoon could make it hard to spot these wind-affected areas. Blowing snow will be your best way to anticipate loaded slopes. Even though these slides should stay relatively small, they could trigger easily over underlying crusts. Don’t let them surprise you and push you off a cliff or down a chute.Sure it will start to look like winter Thursday, but Glide avalanche concerns don’t turn-off like a switch. Warm temperatures and sunshine from the past few days have sent water deep into the snowpack, and it will take a bit for it to drain or freeze. Glide avalanches have released days after snowy weather returned to the mountains. Make sure you choose locations to stop and regroup that are away from overhead hazards, especially crevasse-like glide cracks.","AVALANCHE PROBLEM #2
Glide Avalanches
PROBLEM TYPE
N
E
S
W
NW
NE
SE
SW
Above Treeline
Near Treeline
Below Treeline
ASPECT/ELEVATION
Unlikely
Possible
Likely
Very Likely
Almost Certain
LIKELIHOOD
Small (D1)
Large (D2)
Very Large (D3)
Historic (D4-5)
SIZE
(3/21/2023)
A natural glide avalanche was observed on Tuesday 3/21 on the E side of Granite Mt. Additional glide cracks can be seen on the adjacent slopes.  Approx: E, 4600ft, (WS-N-D2-R2-G).
Photo: Alpental Patrol
Sure it will start to look like winter Thursday, but Glide avalanche concerns don’t turn-off like a switch. Warm temperatures and sunshine from the past few days have sent water deep into the snowpack, and it will take a bit for it to drain or freeze. Glide avalanches have released days after snowy weather returned to the mountains. Make sure you choose locations to stop and regroup that are away from overhead hazards, especially crevasse-like glide cracks."
2023-03-21,Snoqualmie Pass,MODERATE,2 - MODERATE,2 - MODERATE,2 - MODERATE,"THE BOTTOM LINE
Another warm sunny day will keep us thinking about wet avalanche issues Wednesday. You could encounter natural avalanches, especially on steep southerly faces. Pay attention to the slopes above you and don’t linger below crevasse-like cracks, overhanging cornices, or sunny rocky terrain.","A cold clear night will help the snow surface to freeze. That means the sun will have to break down this new crust before you need to worry about loose wet avalanches. Wet punchy snow, new rollerballs, small teardrop shaped debris piles are all great clues that loose wet slides are becoming more likely. While you may see a few natural avalanches, most of them should stay relatively small. Just don’t let them catch you by surprise and push you into a creek or over a cliff.This problem is quite a bit more tricky and encompasses glides, cornice failures, and snow shedding from rocky faces. Recent glide avalanches and new glide cracks opening are clear signs that the snowpack has been set in motion by multiple days of warm weather. If and when any particular slope/cornice will fail is nearly impossible to predict. However, if you happen to be underneath when it does, it would certainly ruin your day. 
The best way to manage this concern is to choose routes that limit any time you need to spend underneath slopes with crevasse-like glide cracks, looming cornices, or rocky faces basking in the sun. These are the areas where you could encounter a much bigger and more deadly slide.","AVALANCHE PROBLEM #2
Glide Avalanches
PROBLEM TYPE
N
E
S
W
NW
NE
SE
SW
Above Treeline
Near Treeline
Below Treeline
ASPECT/ELEVATION
Unlikely
Possible
Likely
Very Likely
Almost Certain
LIKELIHOOD
Small (D1)
Large (D2)
Very Large (D3)
Historic (D4-5)
SIZE
(3/21/2023)
A natural glide avalanche was observed on Tuesday 3/21 on the E side of Granite Mt. Additional glide cracks can be seen on the adjacent slopes.  Approx: E, 4600ft, (WS-N-D2-R2-G).
Photo: Alpental Patrol
This problem is quite a bit more tricky and encompasses glides, cornice failures, and snow shedding from rocky faces. Recent glide avalanches and new glide cracks opening are clear signs that the snowpack has been set in motion by multiple days of warm weather. If and when any particular slope/cornice will fail is nearly impossible to predict. However, if you happen to be underneath when it does, it would certainly ruin your day. 
The best way to manage this concern is to choose routes that limit any time you need to spend underneath slopes with crevasse-like glide cracks, looming cornices, or rocky faces basking in the sun. These are the areas where you could encounter a much bigger and more deadly slide."
2023-03-20,Snoqualmie Pass,MODERATE,2 - MODERATE,2 - MODERATE,2 - MODERATE,"THE BOTTOM LINE
Wet avalanche issues will continue to be a concern until temperatures cool significantly and the snowpack freezes. Pay attention to the terrain above you. Choose routes that help limit the time you spend under steep rocky slopes, especially where you see crevasse-like cracks or overhanging waves of snow.","If you find wet punchy snow, you may trigger loose wet slides in nearby steep terrain. You will most likely encounter these conditions during the warm, sunny weather expected Tuesday afternoon. So, keep your eye on the snow surface, if you experience wet sticky snow, see new rollerballs, or find fresh fan-shaped debris expect loose wet slides on similar aspects. 
While you may trigger these avalanches on steep slopes, they could also occur naturally. Fortunately, their relatively small size should limit their impact; just don’t let them push you into a creek or over a cliff.The recent warm weather has us concerned about the snowpack falling down. This could be a glide avalanche, a failing cornice, or a smaller slide stepping down to older snow layers. In all cases, these larger destructive avalanches are very hard to predict. The best way to avoid this issue is by paying attention to the terrain above you and minimizing any time you spend under large complex terrain. Three situations to pay particular attention to where these very large avalanches may be more likely:
1: Slopes with glide cracks
2: Ridgelines with large overhanging cornice
3: Complex rocky terrain receiving direct sunshine.","AVALANCHE PROBLEM #2
Glide Avalanches
PROBLEM TYPE
N
E
S
W
NW
NE
SE
SW
Above Treeline
Near Treeline
Below Treeline
ASPECT/ELEVATION
Unlikely
Possible
Likely
Very Likely
Almost Certain
LIKELIHOOD
Small (D1)
Large (D2)
Very Large (D3)
Historic (D4-5)
SIZE
(3/18/2023)
This glide crack was spotted on 3/18 and is an example of overhead hazard on a slope that could release during the warm spell. [W 4500']
Photo: Public Observation
The recent warm weather has us concerned about the snowpack falling down. This could be a glide avalanche, a failing cornice, or a smaller slide stepping down to older snow layers. In all cases, these larger destructive avalanches are very hard to predict. The best way to avoid this issue is by paying attention to the terrain above you and minimizing any time you spend under large complex terrain. Three situations to pay particular attention to where these very large avalanches may be more likely:
1: Slopes with glide cracks
2: Ridgelines with large overhanging cornice
3: Complex rocky terrain receiving direct sunshine."
2023-03-19,Snoqualmie Pass,MODERATE,2 - MODERATE,2 - MODERATE,2 - MODERATE,"THE BOTTOM LINE
You could see some shallow Wind Slabs develop above the rain/snow line as an incoming storm washes over Snoqualmie Pass. At lower elevations, rain on snow might result in some wet avalanches for you to dodge. Limit your time spent under slopes that contain large cracks that look like a brown frown.","We’re expecting just enough snow and wind at mid to upper elevations that you could encounter some shallow Wind Slabs on lee slopes on Monday. Look for actively blowing snow or fresh drifts that look “fat” in comparison to the surrounding terrain to help identify wind-loaded features to avoid. They’ll be more likely near ridgelines and rocky terrain or on convex rollovers.At lower elevations, expect new precipitation to come in the form of rain. Although most aspects may have gone through a Wet Loose cycle over the weekend due to solar input, protected areas such as shaded northerly aspects are still holding drier snow. These slopes could be the most likely to destabilize once rain on snow occurs. That doesn’t mean you won’t find wet avalanches elsewhere, however. If you’re standing in the rain and see the signs of wet avalanches such as new rollerballs or fan-shaped avalanche debris, head for lower-angled slopes.
Other types of wet avalanches could occur at lower elevations which are harder to manage and forecast. After a weekend of warm and mostly sunny weather, adding liquid precipitation to the snowpack will further our concern for unpredictable Glide avalanches. If you notice large crevasse-like cracks on a slope, be sure to give it a wide berth.","AVALANCHE PROBLEM #2
Wet Loose
PROBLEM TYPE
N
E
S
W
NW
NE
SE
SW
Above Treeline
Near Treeline
Below Treeline
ASPECT/ELEVATION
Unlikely
Possible
Likely
Very Likely
Almost Certain
LIKELIHOOD
Small (D1)
Large (D2)
Very Large (D3)
Historic (D4-5)
SIZE
(3/13/2023)
Example: These rollerballs occurred due to rain on snow at lower elevations a week ago. You might see similar activity on Monday, particulary on northerly aspects.
Photo: Shane Robinson
At lower elevations, expect new precipitation to come in the form of rain. Although most aspects may have gone through a Wet Loose cycle over the weekend due to solar input, protected areas such as shaded northerly aspects are still holding drier snow. These slopes could be the most likely to destabilize once rain on snow occurs. That doesn’t mean you won’t find wet avalanches elsewhere, however. If you’re standing in the rain and see the signs of wet avalanches such as new rollerballs or fan-shaped avalanche debris, head for lower-angled slopes.
Other types of wet avalanches could occur at lower elevations which are harder to manage and forecast. After a weekend of warm and mostly sunny weather, adding liquid precipitation to the snowpack will further our concern for unpredictable Glide avalanches. If you notice large crevasse-like cracks on a slope, be sure to give it a wide berth."
2023-03-18,Snoqualmie Pass,MODERATE,2 - MODERATE,2 - MODERATE,2 - MODERATE,"THE BOTTOM LINE
A battle between warm springtime temperatures vs. increasing cloud cover and winds will dictate how the snowpack reacts on Sunday. You’re most likely to encounter avalanches on steep slopes where the surface is wet and sticky. Stay aware of large overhead hazards such as cornices or slopes with crevasse-like cracks where more devastating slides could occur in the warm weather.","Our warm spell should continue Saturday night into Sunday despite some incoming clouds. This will keep Wet Loose avalanches as the most likely problem you’ll encounter during your travels. It could be a bit tricky with warmer morning air temperatures than Saturday forecasted, but a return of cool easterly winds. These competing weather factors have us thinking that avalanche activity will be more muted than what we experienced on Saturday. Take note if the snow surface is wet and sticky or if you see new rollerballs and pinwheels wherever you’re traveling. Wet Loose avalanches could soon follow, starting at a point and fanning out as they descend. To manage this problem, you should head to shadier slopes, keeping aware of overhead hazards such as cornices or hanging blocks of snow that could release without warning.","FORECAST DISCUSSION
Reports rolled in throughout the day of wet avalanche activity on Saturday at Snoqualmie Pass. Most slopes that saw direct sunshine were affected, either producing rollerballs or avalanches up to size D2. Shaded slopes appeared to hold onto mostly dry snow, but trees were shedding and dripping even on the northerly half of the dial. NWAC weather stations at lower elevations soared into the 50s, while upper elevation stations were well into the 40s.
As alluded to above, a poor overnight freeze is expected Saturday night, so we could pick up right where we left off on Sunday morning with wet and sticky surfaces. In contrast to Saturday, we aren’t expecting full sunshine plus we should see a return of breezy easterly winds. This has us dropping the hazard level a notch, but conditions remain largely the same. In general, the snowpack does not like rapid change. Coming out of a recent cold and snowy pattern right into this warm period is considered rapid on a snowpack scale and we could see some unique avalanches as a result. The threat of isolated very large avalanches where blocks of snow such as cornices or glides fail due to the springtime temperatures is still on our radar.
Although the winds will likely be strong enough to drift snow into Wind Slabs on Sunday, there likely isn’t much snow available for transport. On more northerly aspects where the sun’s influence hasn’t been as strong, you could still find well-settled powder with pockets of weak snow. These same aspects also hold some of the more pronounced cornices. If you’re going to encounter a newly formed or lingering hard Wind Slab, it's in those locations. Late in the day, you could even see a dusting of snow up high or a few raindrops down low, but we aren’t anticipating enough to impact the avalanche hazard significantly."
2023-03-17,Snoqualmie Pass,CONSIDERABLE,3 - CONSIDERABLE,3 - CONSIDERABLE,2 - MODERATE,"THE BOTTOM LINE
Dangerous avalanche conditions may develop throughout the day as sunshine works to destabilize our wintertime snowpack. Warmups after a cold and snowy period often result in unusual and difficult-to-predict slides. Make travel plans with lots of options to avoid open sunny slopes and overhead hazards.","Temperatures should continue to climb Friday night into Saturday. Although some clouds may bookend the day, full sunshine is expected during the midday hours. You should anticipate Wet avalanche activity to increase throughout the day. The sunshine will first need to break down a crust from Friday before the surface starts to get wet and sticky. During this time period, you may see snow begin to shed from trees and rocks. Next, you will likely notice rollerballs and pinwheels on steep sun-exposed slopes. These are all precursors to Wet Loose avalanches. These slides will often start at a point and fan out as they descend, possibly growing large or triggering slabs in the process. When this scenario starts to unfold, your best bet will be to head to shadier slopes, keeping aware of overhead hazards.
The strong March sun could result in other avalanche problems, some of which are more difficult to manage. See the discussion for details.It has been not just cold and snowy recently, but also quite windy. This has resulted in Wind Slabs and large Cornices forming at mid to upper elevations. Although trending toward stubborn, most slabs have been identified as Hard Slabs, which are harder to predict and manage. They may not fail easily, but if they do, it will likely be without warning and could be large. (The same goes for Cornice failures which you can read more about in the discussion.) To identify wind-loaded areas, keep an eye out for features that look “fat” compared to the surrounding terrain. They’ll be most likely near ridgelines, on convex slopes, or the sides of confined gullies and can be found on multiple aspects. If you find yourself traveling over one, it should feel firm and possibly hollow.","AVALANCHE PROBLEM #2
Wind Slab
PROBLEM TYPE
N
E
S
W
NW
NE
SE
SW
Above Treeline
Near Treeline
Below Treeline
ASPECT/ELEVATION
Unlikely
Possible
Likely
Very Likely
Almost Certain
LIKELIHOOD
Small (D1)
Large (D2)
Very Large (D3)
Historic (D4-5)
SIZE
(3/17/2023)
Overlapping avalanche problems still exist at Snoqualmie Pass.
Photo: Andy Harrington
It has been not just cold and snowy recently, but also quite windy. This has resulted in Wind Slabs and large Cornices forming at mid to upper elevations. Although trending toward stubborn, most slabs have been identified as Hard Slabs, which are harder to predict and manage. They may not fail easily, but if they do, it will likely be without warning and could be large. (The same goes for Cornice failures which you can read more about in the discussion.) To identify wind-loaded areas, keep an eye out for features that look “fat” compared to the surrounding terrain. They’ll be most likely near ridgelines, on convex slopes, or the sides of confined gullies and can be found on multiple aspects. If you find yourself traveling over one, it should feel firm and possibly hollow."
2023-03-16,Snoqualmie Pass,MODERATE,2 - MODERATE,2 - MODERATE,2 - MODERATE,"THE BOTTOM LINE
Springlike weather could result in some springtime avalanches on Friday. You’re most likely to encounter them on steep sunny slopes or in upper-elevation wind-loaded terrain. While these problems are typically manageable, you should consider shaping your travel plans with the threat of larger and more unpredictable shedding avalanches in mind.","As one local avalanche professional succinctly put it, the deep winter snowpack is starting to mix with early spring radiation. As winds die down and temperatures climb, expect Wet avalanche activity to increase on Friday. The first signs that the surface is destabilizing will be if it begins to get wet and sticky or if snow starts to shed from trees and rocks. Rollerballs and pinwheels on steep sun-exposed slopes are other indications that Wet Loose avalanches may soon follow. These slides will often start at a point and fan out as they descend, growing large and possibly even triggering slabs in the process. If this scenario starts to unfold, your best bet will be to head to shadier slopes, keeping aware of overhead hazards.
The strong March sun could result in other avalanche problems, some of which are more difficult to manage. See the discussion for details.Cool easterly winds should continue through Thursday evening into Friday morning before tapering. On Friday it was reported that the wind was strong enough to move snow into fresh shallow slabs on lee features. Look for these unstable pockets near ridgelines, on convex slopes, or the sides of confined gullies. Due to the easterly wind direction, they may be on aspects where you’re not used to seeing them. Using small test slopes is a great way to test how they are reacting to your weight as a traveler. Visual clues such as textured surfaces, fresh drifts behind objects, or textured surfaces can help key you into the wind-loaded features you should avoid.","AVALANCHE PROBLEM #2
Wind Slab
PROBLEM TYPE
N
E
S
W
NW
NE
SE
SW
Above Treeline
Near Treeline
Below Treeline
ASPECT/ELEVATION
Unlikely
Possible
Likely
Very Likely
Almost Certain
LIKELIHOOD
Small (D1)
Large (D2)
Very Large (D3)
Historic (D4-5)
SIZE
(3/15/2023)
Shooting cracks in freshly wind-drifted snow.  Shallow Wind Slabs were easily triggered on nearby test slopes.
Photo: Dallas Glass
Cool easterly winds should continue through Thursday evening into Friday morning before tapering. On Friday it was reported that the wind was strong enough to move snow into fresh shallow slabs on lee features. Look for these unstable pockets near ridgelines, on convex slopes, or the sides of confined gullies. Due to the easterly wind direction, they may be on aspects where you’re not used to seeing them. Using small test slopes is a great way to test how they are reacting to your weight as a traveler. Visual clues such as textured surfaces, fresh drifts behind objects, or textured surfaces can help key you into the wind-loaded features you should avoid."
2023-03-15,Snoqualmie Pass,MODERATE,2 - MODERATE,2 - MODERATE,2 - MODERATE,"THE BOTTOM LINE
You'll likely encounter shallow wind slabs on a variety of aspects as east winds redistribute recent snow.  The combination of sun and slightly warmer temperatures raise the risk of cornice fall or a wet loose avalanche that could trigger a deeper avalanche in isolated areas.  Pay attention to overhead hazard and consider avoiding complex terrain at upper elevations. ","Winds will shift to the E-SE on Wednesday night potentially forming new wind slabs on westerly aspects.  You'll want to use caution on any aspect you find recently drifted snow and can trigger a shallow wind slab, most likely below ridgelines, near convex rollovers, and in the tops of chutes.  These wind slabs may trigger easily but should remain fairly small and easy to avoid. 
The more unlikely but consequential version of this problem will be isolated deeper wind slabs that may have formed a few days ago.  Deeper slabs are more likely to be found in higher elevation and cliffy terrain.  Following another round of snow and wind on Tuesday night/Wednesday,  2 natural slab avalanches released off of Chair Peak in this sort of terrain.  The best way to handle this problem is to stay off and out from under rocky complex slopes, especially where you see larger cornices. Snow shedding from above or other avalanches could release these slides naturally. New snow from Wednesday will be primed to come down on steep sunny slopes. An easterly breeze and some uncertainty around the sunshine forecast may make this problem vary across the zone.  If you start to see pinwheeling, rollerballs or natural wet loose avalanches, it's time to change aspects or move to lower angle terrain.  While you don't want to go for a ride in a wet loose avalanche, also make sure to look up and take stock of the overhead hazard.  Don’t linger on or under steep sunny slopes.  With a crust just under the surface, some of these slides could travel quickly downhill.","AVALANCHE PROBLEM #2
Wet Loose
PROBLEM TYPE
N
E
S
W
NW
NE
SE
SW
Above Treeline
Near Treeline
Below Treeline
ASPECT/ELEVATION
Unlikely
Possible
Likely
Very Likely
Almost Certain
LIKELIHOOD
Small (D1)
Large (D2)
Very Large (D3)
Historic (D4-5)
SIZE
(3/14/2023)
Lots of rollerballs and fresh wet loose avalanches occurred with sunshine in Snoqualmie Pass.
Photo: Katie Warren
New snow from Wednesday will be primed to come down on steep sunny slopes. An easterly breeze and some uncertainty around the sunshine forecast may make this problem vary across the zone.  If you start to see pinwheeling, rollerballs or natural wet loose avalanches, it's time to change aspects or move to lower angle terrain.  While you don't want to go for a ride in a wet loose avalanche, also make sure to look up and take stock of the overhead hazard.  Don’t linger on or under steep sunny slopes.  With a crust just under the surface, some of these slides could travel quickly downhill."
2023-03-14,Snoqualmie Pass,MODERATE,2 - MODERATE,2 - MODERATE,2 - MODERATE,"THE BOTTOM LINE
A few inches of new snow should be just enough to create the potential for avalanches in wind-loaded and steep sunny terrain. Even though most of these slides should remain small and easy to avoid, don’t let them take you for an unwanted ride into a creek or over a cliff.","You’ll need to manage two different versions of the same problem Wednesday. Moderate winds could build fresh shallow slabs on the lee sides of exposed ridges, near convex rollovers, and in the tops of chutes. Look for pillow-like drifts where you see blowing snow or sharp wind lips. These new wind slabs may trigger easily but should remain fairly small and easy to avoid. 
The trickier version of this problem will be isolated hard wind slabs that may have formed Monday. You’re most likely to encounter this issue in higher alpine cliffy terrain. To make matters worse, a few inches of soft snow could hide them from your view. The best way to avoid this problem is stay off of rocky complex slopes, especially where you see larger cornices. Snow shedding from above or other avalanches could release these slides naturally. Similar avalanches occurred on Tuesday in the Alpental Valley.A few inches of new snow is all that’s needed to create another round of natural loose wet avalanches. If the sun comes out, you’ll start to see snow shed from trees, rocks, and steep faces. This will likely trigger loose wet slides on the slopes below. So, if you’re starting to “feel” the sunshine, so is the snowpack. Pay attention to the terrain above you. Don’t linger on or under steep sunny slopes. With a new crust just under the surface, some of these slides could travel quickly downhill.","AVALANCHE PROBLEM #2
Wet Loose
PROBLEM TYPE
N
E
S
W
NW
NE
SE
SW
Above Treeline
Near Treeline
Below Treeline
ASPECT/ELEVATION
Unlikely
Possible
Likely
Very Likely
Almost Certain
LIKELIHOOD
Small (D1)
Large (D2)
Very Large (D3)
Historic (D4-5)
SIZE
(3/14/2023)
Lots of rollerballs and fresh wet loose avalanches occurred with sunshine in Snoqualmie Pass.
Photo: Katie Warren
A few inches of new snow is all that’s needed to create another round of natural loose wet avalanches. If the sun comes out, you’ll start to see snow shed from trees, rocks, and steep faces. This will likely trigger loose wet slides on the slopes below. So, if you’re starting to “feel” the sunshine, so is the snowpack. Pay attention to the terrain above you. Don’t linger on or under steep sunny slopes. With a new crust just under the surface, some of these slides could travel quickly downhill."
2023-03-13,Snoqualmie Pass,CONSIDERABLE,3 - CONSIDERABLE,3 - CONSIDERABLE,2 - MODERATE,"THE BOTTOM LINE
The storm may have ended but dangerous avalanche conditions could persist at mid and upper elevations. You may trigger or see natural avalanches on steep sunny slopes and where the wind drifted the snow deeper.","This avalanche problem hinges on the sky. A race will ensue Tuesday between clearing morning fog and increasing high clouds. If the sun comes out for any meaningful length of time, you should see the snow start to shed from trees, rocks, and steep faces. This will likely trigger natural loose wet slides. So, if you start to notice the sun and begin to peel off layers, the bet is the snowpack won’t be far behind. 
Keep an eye on the terrain above you. Don’t linger under steep sunny slopes. While most of these slides should stay relatively small, at mid-elevations, they could entrain enough snow to bury or kill you.Windy conditions Monday night into early Tuesday morning could build a fresh batch of slabs at mid and upper elevations. Since they are brand new, these slabs could be fairly easy to trigger. Look for clues like textured surfaces, cornices, and drifts to point toward wind-loaded slopes. You’re most likely to encounter wind slabs near exposed ridges, in the tops of chutes, on convex rollovers, and along the base of cliffs. 
Give firm pillow-like drifts a wide berth. Instead, seek out more sheltered or lower angled terrain to avoid this problem.","AVALANCHE PROBLEM #2
Wind Slab
PROBLEM TYPE
N
E
S
W
NW
NE
SE
SW
Above Treeline
Near Treeline
Below Treeline
ASPECT/ELEVATION
Unlikely
Possible
Likely
Very Likely
Almost Certain
LIKELIHOOD
Small (D1)
Large (D2)
Very Large (D3)
Historic (D4-5)
SIZE
(2/18/2023)
Obvious signs of wind loaded snow. 
Photo: Dallas Glass
Windy conditions Monday night into early Tuesday morning could build a fresh batch of slabs at mid and upper elevations. Since they are brand new, these slabs could be fairly easy to trigger. Look for clues like textured surfaces, cornices, and drifts to point toward wind-loaded slopes. You’re most likely to encounter wind slabs near exposed ridges, in the tops of chutes, on convex rollovers, and along the base of cliffs. 
Give firm pillow-like drifts a wide berth. Instead, seek out more sheltered or lower angled terrain to avoid this problem."
2023-03-12,Snoqualmie Pass,CONSIDERABLE,3 - CONSIDERABLE,3 - CONSIDERABLE,3 - CONSIDERABLE,"THE BOTTOM LINE
Warming temperatures, rain, snow, and winds will create dangerous avalanche conditions. You could easily trigger large avalanches in the new snow, particularly where the wind drifts snow deeper near ridgelines. Make conservative travel plans and stick to low-angle terrain while the storm runs its course. Depending on your elevation, you could see wet or dry snow avalanches. ","If you climb above the rain/snow line, conservative terrain will be key to avoiding storm slabs on Monday. As the warming storm deposits heavier snow over the recent light dry powder we enjoyed recently, avalanches will likely become easy to trigger on slopes above 35°. Avoid common trigger spots such as steeper, unsupported convexities even on lower angle slopes. There are observations of some older, weak interfaces where avalanches may fail within last week's snow. It will be a great day to stick to low-angle terrain and look for signs of instability, such as recent avalanches or shooting cracks. Using simple hand pits and test slopes, you can quickly assess how the new snow is reacting. If the new snow slides easily, you could trigger an avalanche on a steep slope. 

As you would expect, moderate to strong winds will accompany the storm. However, with some east flow through the passes, you could see wind loading on different aspects as you climb in elevation. Wind slabs will form overnight and continue to build during the day on Monday. Look for actively blowing snow and drifts behind rocks and trees to identify the wind direction and avoid steep wind-loaded slopes.It's been a while since our last Cascade rain event, and while this storm isn't exceptionally warm, we will likely see rain near and above pass level. Previous sun and warm temperatures may have formed crusts that will hold off wet avalanches initially. Still, you can expect wet loose avalanches as the rain saturates the snow at lower elevations. These avalanches may start naturally with trees or cliffs shedding snow onto steep slopes, but you can also trigger these avalanches while skiing. Pay attention to overhead hazards and avoid getting caught in your sluff in steep consequential terrain. ","AVALANCHE PROBLEM #2
Wet Loose
PROBLEM TYPE
N
E
S
W
NW
NE
SE
SW
Above Treeline
Near Treeline
Below Treeline
ASPECT/ELEVATION
Unlikely
Possible
Likely
Very Likely
Almost Certain
LIKELIHOOD
Small (D1)
Large (D2)
Very Large (D3)
Historic (D4-5)
SIZE
(2/4/2023)
This example of a small wet loose avalanche initiated from to steep terrain above. 
Photo: Ian Nicholson
It's been a while since our last Cascade rain event, and while this storm isn't exceptionally warm, we will likely see rain near and above pass level. Previous sun and warm temperatures may have formed crusts that will hold off wet avalanches initially. Still, you can expect wet loose avalanches as the rain saturates the snow at lower elevations. These avalanches may start naturally with trees or cliffs shedding snow onto steep slopes, but you can also trigger these avalanches while skiing. Pay attention to overhead hazards and avoid getting caught in your sluff in steep consequential terrain. "
2023-03-11,Snoqualmie Pass,MODERATE,2 - MODERATE,2 - MODERATE,1 - LOW,"THE BOTTOM LINE
Wind-loaded features will continue to be the most likely location to trigger a slab avalanche on Sunday. Look for shooting cracks and feel for differences in the stiffness of the underlying snow as you travel to help identify potential Wind Slabs. As the temperature starts to creep up ahead of a bigger storm on Sunday night, be leery of overhead cornices or other blocks of snow.","You may need to manage Wind Slabs of varying ages on Sunday. To complicate matters, they’ll likely be on an assortment of aspects due to the wind reversing direction multiple times recently. New slabs could build throughout the day as increasing winds drift recently fallen snow onto leeward slopes or other notorious wind-loaded features such as convexities or confined gullies. Look for actively blowing snow, smooth pillow-like mounds, or textured surfaces to help identify the wind-loaded features you should steer around. Additionally, you could encounter lingering slabs from Thursday night’s wind event hidden a few inches below the surface. You’ll need to feel for subtle changes in the stiffness of the snow to identify these ones. They may feel hollow and be more difficult to trigger, but if they fail they’ll likely be larger and could break in more surprising ways. ","FORECAST DISCUSSION
Backcountry travelers were greeted with 4-6 inches of new snow on Saturday morning and found that it had been drifted around by light to moderate winds. A few human-triggered avalanches were reported in the new snow by skiers in the Alpental Valley where the bond to the underlying surface is reportedly poor. Most of these occurred in wind-loaded terrain on convex rollovers or near ridgelines. Alpental Pro Patrol reported similar activity during their morning mitigation work with a few slabs up to 1 foot deep. Sunday should be a similar kind of day, except there will likely be less new snow and temperatures should start to slowly creep up ahead of an incoming storm system. With a cold and clear night forecast for Saturday evening, weak surfaces may develop. 
As temperatures start to climb, be leery of overhead cornices that have grown large during the recent windy weather. They could fail and trigger avalanches on the slopes below. On slopes that see direct sunshine, rollerballing and small Wet Loose avalanches are always a threat if the strong March sun is out for a prolonged period of time.
The past week has delivered multiple small bursts of precipitation at the Pass, yielding 1.5-2 feet of snowfall. Combined with numerous wind events coming from every direction, the upper snowpack now contains subtle storm interfaces, thin sun crusts, and is a bit upside-down in places. Weak grains such as graupel and fragments of surface hoar have regularly been observed by avalanche professionals and recreationalists alike. Some of these grains were at play when larger avalanches occurred within the zone last weekend. While we have maintained that the upper snowpack has been generally right-side-up throughout this period due to the lack of a significant slab, the incoming system on Sunday evening has the potential to turn conditions on their head or finally tip the scales for many slopes."
